,Unnamed: 0,company,description,salary,title,remote,city,state
2480,2480,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2481,2481,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2482,2482,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2483,2483,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2484,2484,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2485,2485,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2486,2486,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2487,2487,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2488,2488,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2489,2489,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2490,2490,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2491,2491,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2492,2492,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2493,2493,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2494,2494,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2495,2495,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2496,2496,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2497,2497,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2498,2498,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2499,2499,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2500,2500,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2501,2501,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2502,2502,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2503,2503,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2504,2504,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2505,2505,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2506,2506,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2507,2507,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2508,2508,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2509,2509,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2510,2510,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2511,2511,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2512,2512,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2513,2513,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2514,2514,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2515,2515,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2516,2516,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2517,2517,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2518,2518,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2519,2519,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2520,2520,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2521,2521,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2522,2522,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2523,2523,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2524,2524,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2525,2525,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2526,2526,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2527,2527,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2528,2528,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2529,2529,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2530,2530,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2531,2531,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2532,2532,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2533,2533,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2534,2534,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2535,2535,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2536,2536,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2537,2537,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2538,2538,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2539,2539,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2540,2540,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2541,2541,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2542,2542,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2543,2543,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2544,2544,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2545,2545,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2546,2546,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2547,2547,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2548,2548,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2549,2549,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2550,2550,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2551,2551,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2552,2552,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2553,2553,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2554,2554,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2555,2555,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2556,2556,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2557,2557,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2558,2558,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2559,2559,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2560,2560,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2561,2561,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2562,2562,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2563,2563,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2564,2564,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2565,2565,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2566,2566,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2567,2567,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2568,2568,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2569,2569,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2570,2570,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2571,2571,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2572,2572,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2573,2573,"Fiserv, Inc.",Fiserv's Technology Analyst Program is an early career development program where candidates experience two one-year assignments in a core functional technology…,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2574,2574,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2575,2575,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2576,2576,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2577,2577,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2578,2578,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2579,2579,Mission Lane,"A low-ego, respectful, data science team committed to solving practical problems together. To use distributed computing systems like Spark and Snowflake to…",,Principal Data Scientist (open to remote),no,Richmond,VA
2580,2580,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2581,2581,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2582,2582,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2583,2583,Ampersand,"151 W 42nd St, New York, NY 10036, USA Req #198. Ampersand is an audience-based multi-screen TV advertising sales and technology company owned in partnership by…",,Machine Learning Engineer,no,New York,NY
2584,2584,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2585,2585,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2586,2586,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2587,2587,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2588,2588,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2589,2589,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2590,2590,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2591,2591,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2592,2592,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2593,2593,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2594,2594,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2595,2595,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2596,2596,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2597,2597,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2598,2598,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2599,2599,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2600,2600,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2601,2601,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2602,2602,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2603,2603,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2604,2604,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2605,2605,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2606,2606,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2607,2607,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2608,2608,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2609,2609,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2610,2610,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2611,2611,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2612,2612,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2613,2613,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2614,2614,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2615,2615,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2616,2616,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2617,2617,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2618,2618,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2619,2619,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2620,2620,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2621,2621,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2622,2622,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2623,2623,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2624,2624,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2625,2625,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2626,2626,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2627,2627,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2628,2628,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2629,2629,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2630,2630,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2631,2631,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2632,2632,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
