,Unnamed: 0,title,salary,description,remote,city,state
1961,1961,Data Science,,Integrate internal data with external data sources and APIs to discover and implement actionable insights.Strong data cleaning and preparation skills.,no,Rockville,MD
1962,1962,Data Engineer,,,no,San Diego,CA
1963,1963,Data Scientist,,"Candidate responsibilities will be ranging from data engineering and machine learning, to data visualization and dashboard builds in Shiny App.",yes,Remote,
1964,1964,Data Engineer,,Create data tools for data science and BI teams to assist them in building and optimizing our product into an innovative industry leader.,yes,New York State,
1965,1965,Data Scientist,,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,yes,United States,
1966,1966,Data Scientist,,"2-3 years work experience developing data science projects.Execute on end-to-end data science projects (ideation, data engineering, modeling, interpretation,…",no,New York,NY
1967,1967,Postdoctoral Research Associate,,Individuals with skills and knowledge relevant to some of the following topics are encouraged to apply: energy resource planning & optimization; modeling of…,no,Princeton,NJ
1968,1968,Data Science,"$110,700 - $135,300 a year","Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",yes,Remote,
1969,1969,Data Scientist,,"The data scientist role involves solving technical, data-driven Healthcare problems using computer science, mathematical, predictive modeling and statistical…",no,Chicago,IL
1970,1970,Engineer,,"Confidence with Unix/Linux Strong understanding of data structures, algorithms and design patterns.You will be part of the AskAmex Model Automation Team, a…",no,New York,NY
1971,1971,Data Scientist,,"Analyze data, and design and implement data science or machine learning solutions.Proven experience turning data into successful products.",no,Cambridge,MA
1972,1972,Data Science,,Job Description:The Quantitative Services Innovations Professional will assist in software development and operational support of a reconciliation and machine…,no,Chicago,IL
1973,1973,Data Scientist,,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,yes,United States,
1974,1974,Data Analyst,Up to $46.10 an hour,The Marketing & Customer Analytics Organization is comprised of data scientists and data analysts responsible for designing and executing analytical solutions…,no,Seattle,WA
1975,1975,Data Scientist,,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,yes,Brooklyn,NY
1976,1976,Data Labeling Quality Specialist - Federal,,Label machine learning data from customers.Do post-process audits and write error reports on data and tasks.You will be working cross-functionally with Supply…,no,St. Louis,MO
1977,1977,Supportability Program Manager - Big Data,,"Strong Analytics Background, able to pull insightful data to drive decisions and improve product quality and customer experience.",no,Charlotte,NC
1978,1978,Data Scientist,,"Develop strategies around data cleaning, data structure, and data tagging.Design and build new data set processes for modeling, data mining, and production…",yes,Bolingbrook,IL
1979,1979,Data Science,,"The Conversations Data Science team designs metrics, performs analyses, and runs experiments to better understand the public conversation happening on Twitter.",no,Seattle,WA
1980,1980,Statistician (Operations and Administration),"$72,750 - $94,581 a year","Analyze difficult statistics and other qualitative/quantitative data, particularly workforce data, FEVS data, survey data, retention, and retirement data.",no,Washington,DC
1981,1981,Data Scientist,,"As a Senior Data Scientist, you will be providing all the necessary technical expertise to architect, design, and model data including providing advanced and…",no,McLean,VA
1982,1982,"Associate Director, Statistical Programming, Late Stage Resp...",,"Experience of pharma and the life sciences, with a comprehensive understanding of the R&D drug development lifecycleExcellent interpersonal skills.",no,Durham,NC
1983,1983,Data Analyst,$46.41 - $53.37 an hour,At least one year of experience supervising data analysts.Proficiency in navigating computer systems; ability to learn new data systems quickly and to comply…,yes,Long Island City,NY
1984,1984,Data Scientist,,Collaborate with other data scientists and engineers to develop rigorous data-driven methods to support translational drug development.,no,South San Francisco,CA
1985,1985,Data Science,,"6 years of experience in data science, data analysis, data mining or other similar business functions.2 years of experience leading data science technical…",no,Richfield,MN
1986,1986,Game Statistician,,"Provide statistical recording of real time data during sporting events.Post in-game stats for various sports which include field hockey, football, golf,…",no,Oxford,OH
1987,1987,Sr. Software Engineer - Data and Insights at Scale (REMOTE),,"Develop data streams for gathering, aggregating, and processing raw data.The team works closely with Data Sciences and Data Platform teams to leverage the…",yes,Baltimore,MD
1988,1988,"Manager, Shopper Insights- eCommerce",,"Comfortable with the ambiguous; balancing data science and data art.Turn online data into sound E-commerce propositions, recommendations, and activations.",yes,,
1989,1989,Data Science,,"You will be expected to represent Credit Risk Management team in the role of a credit data, credit risk modeling and data science/machine learning expert.",no,Bellevue,WA
1990,1990,Data Analyst,,"Must be hands-on on data analysis tools and frameworks such as Hive, Spark SQL or Python to analyze any amount of data to both solve business requirements and…",no,Hartford,CT
1991,1991,Data Scientist,,"This person’s primary focus will be to develop, refine, deploy, and productionize impactful data science projects to business users.",no,Rosemont,IL
1992,1992,Interdisciplinary Senior Mathematical Statistician / Statist...,"$97,481 - $136,749 a year",Contributing to primary data collection.Advising on how data should be collected for engagements.Evaluates and analyzes data to determine relevance and…,no,Washington,DC
1993,1993,Data Scientist,,"Create data pipelines for more efficient and repeatable data science projects.Prioritize, scope, and manage data science projects and the corresponding key…",no,Louisville,KY
1994,1994,Part-Time Student-Material Flow Data Analytics-East Moline I...,,"Ideally you will be pursuing a degree in data science, analytics, computer science, or engineering; others may apply.Ingest and prepare data for new projects.",no,East Moline,IL
1995,1995,Data Science,,"6 years of experience in data science, data analysis, data mining or other similar business functions.2 years of experience leading data science technical…",no,Richfield,MN
1996,1996,Game Statistician,,"Provide statistical recording of real time data during sporting events.Post in-game stats for various sports which include field hockey, football, golf,…",no,Oxford,OH
1997,1997,Sr. Software Engineer - Data and Insights at Scale (REMOTE),,"Develop data streams for gathering, aggregating, and processing raw data.The team works closely with Data Sciences and Data Platform teams to leverage the…",yes,Baltimore,MD
1998,1998,"Manager, Shopper Insights- eCommerce",,"Comfortable with the ambiguous; balancing data science and data art.Turn online data into sound E-commerce propositions, recommendations, and activations.",yes,,
1999,1999,Data Science,,"You will be expected to represent Credit Risk Management team in the role of a credit data, credit risk modeling and data science/machine learning expert.",no,Bellevue,WA
2000,2000,Data Analyst,,"Must be hands-on on data analysis tools and frameworks such as Hive, Spark SQL or Python to analyze any amount of data to both solve business requirements and…",no,Hartford,CT
2001,2001,Data Scientist,,"This person’s primary focus will be to develop, refine, deploy, and productionize impactful data science projects to business users.",no,Rosemont,IL
2002,2002,Interdisciplinary Senior Mathematical Statistician / Statist...,"$97,481 - $136,749 a year",Contributing to primary data collection.Advising on how data should be collected for engagements.Evaluates and analyzes data to determine relevance and…,no,Washington,DC
2003,2003,Data Scientist,,"Create data pipelines for more efficient and repeatable data science projects.Prioritize, scope, and manage data science projects and the corresponding key…",no,Louisville,KY
2004,2004,Part-Time Student-Material Flow Data Analytics-East Moline I...,,"Ideally you will be pursuing a degree in data science, analytics, computer science, or engineering; others may apply.Ingest and prepare data for new projects.",no,East Moline,IL
2005,2005,Data Science,,"Strong expertise in data science/machine learning.Your deep technical knowledge will allow you to work across data science, product and engineering teams…",no,New York,NY
2006,2006,Data Science,,Excellent technical skills to turn big data in Hadoop into impactful insights.To be successful in this role:5+ years of experience in analytics/data…,no,San Francisco,CA
2007,2007,Data Scientist,,"Collaborate inter and intra-departmentally on data from several different (disparate) data sources.3+ years of experience in extracting, cleansing and working…",yes,Jacksonville,FL
2008,2008,Data Analyst,,Experience with preparing large data sets for analysis.0-2 years of experience during coursework or as a data scientist in formal setting.,no,Mountain View,CA
2009,2009,Data Science,,"10+ years of data science experience.Familiar with a variety of data science, machine learning, and artificial intelligence technologies.",yes,Dallas,TX
2010,2010,Data Science,,Experience with large data sets and distributed computing (Hive/Hadoop).The perfect candidate will have experience building and managing world-class analytics…,no,Menlo Park,CA
2011,2011,Data Science,,"Experience building and developing high performing data science teams.Build, develop and lead a team of data scientists.",yes,San Francisco Bay Area,CA
2012,2012,Data Scientist,,"5+ experience in a statistical and/or data science role.MS/PhD in computer science, statistics, or operations research or related technical discipline.",no,Irving,TX
2013,2013,"Technical Specialist, Artificial Intelligence",,"Technical background/education or aptitude (computer science, data analytics, etc.).Performing data analysis and produce reports, dashboards and other data…",yes,Remote,
2014,2014,CDAO - Data Analytics Professionals,,Data Engineers build industrialized data assets and optimize data pipelines in support of Business Intelligence and Advance Analytic objectives.,yes,Warren,MI
2015,2015,Data Scientist,,Experience with extracting and manipulating data in relational databases; expert knowledge of SQL.The Associate must be proficient in employing large scale…,no,Winston-Salem,NC
2016,2016,Data Scientist,,Write production code to produce data infrastructure and automation of tasks.Demonstrated knowledge of and familiarity with basic data warehousing principals…,no,Malvern,PA
2017,2017,Data Scientist,,Minimum of 2 years of work experience in a data science related.Provide guidance and recommendations to leadership team in areas of analytics and data science.,no,Raleigh,NC
2018,2018,Data Analyst,"$70,000 - $80,000 a year","Write SQL queries for reporting, ETL, and general data analysis.Queries range in complexity depending on use case, but often require querying relational data.",no,Philadelphia,PA
2019,2019,Data Science,,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…",yes,Chicago,IL
2020,2020,Data Scientist,,You will be critical in achieving our vision and strategy for solving complex business problems with cutting-edge solutions driven by the latest advancements in…,no,Reston,VA
2021,2021,Data Analyst,,Responsibilities include data analyses and generation of figures for new grant applications and independently write analytical method sections relating to the…,no,San Diego,CA
2022,2022,Data Scientist,,"Undergraduate or higher degree in data science, statistics, computer science, or other relevant areas.The nova platform integrates data from hundreds of…",no,New York,NY
2023,2023,Data Scientist,,Experience working with and creating data architectures.You love maintaining the infrastructure for data and related services.,yes,San Francisco,CA
2024,2024,Data Analyst,,"Transforms client requests into data deliverables to include data models, data mappings and data transformation.",yes,Remote,
2025,2025,Engineer,,"Confidence with Unix/Linux Strong understanding of data structures, algorithms and design patterns.You will be part of the AskAmex Model Automation Team, a…",no,New York,NY
2026,2026,Data Scientist,,"Analyze data, and design and implement data science or machine learning solutions.Proven experience turning data into successful products.",no,Cambridge,MA
2027,2027,Data Science,,Job Description:The Quantitative Services Innovations Professional will assist in software development and operational support of a reconciliation and machine…,no,Chicago,IL
2028,2028,Data Scientist,,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,yes,United States,
2029,2029,Data Analyst,Up to $46.10 an hour,The Marketing & Customer Analytics Organization is comprised of data scientists and data analysts responsible for designing and executing analytical solutions…,no,Seattle,WA
2030,2030,Data Scientist,,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,yes,Brooklyn,NY
2031,2031,Data Labeling Quality Specialist - Federal,,Label machine learning data from customers.Do post-process audits and write error reports on data and tasks.You will be working cross-functionally with Supply…,no,St. Louis,MO
2032,2032,Supportability Program Manager - Big Data,,"Strong Analytics Background, able to pull insightful data to drive decisions and improve product quality and customer experience.",no,Charlotte,NC
2033,2033,Data Scientist,,"Develop strategies around data cleaning, data structure, and data tagging.Design and build new data set processes for modeling, data mining, and production…",yes,Bolingbrook,IL
2034,2034,Data Science,,"The Conversations Data Science team designs metrics, performs analyses, and runs experiments to better understand the public conversation happening on Twitter.",no,Seattle,WA
2035,2035,Instructor - Operations and IT Management,,Work experience related to data analytics implementation is highly desirable.Candidate must have at least a master’s degree in Data Analytics/Statistics/Data…,no,St. Louis,MO
2036,2036,Data Analyst,,"Maintain knowledge in analysis, statistics, data visualization, and data management solutions.Provide analytic, statistical, data management and technical…",no,Portland,OR
2037,2037,Data Analyst,,Participate in troubleshooting and resolving data integration issues such as data quality.Experience using Python and Spark/Python/SQL and common data science…,no,San Antonio,TX
2038,2038,"Actuarial Director - Eden Prairie, NYC or Telecommuter",,"Experience deploying data science models in a production setting.Experience building robust data pipelines using a variety of data sources, programming…",yes,Eden Prairie,MN
2039,2039,Machine Learning,,"Recent graduate with a PhD in control systems, electrical, mechanical engineering, computer science, material science, mathematics, physics or other appropriate…",no,Adelphi,MD
2040,2040,FDA Robustness in Medical Artificial Intelligence/Machine Le...,,"Proven track record of research and peer-reviewed publications in engineering, computer science, or another relevant field of study.",no,Silver Spring,MD
2041,2041,Solution Strategist - Senior Analytics Manager,,"Experience with multiple data platforms and terabyte level database, and data transformation and cleansing.Lead and contribute to projects that have advanced…",no,Woonsocket,RI
2042,2042,"Senior Actuarial Consultant, Life Insurance",,"Expertise in at least one of the following functional areas as applied to the life insurance industry: predictive analytics / data science, experience studies,…",no,Atlanta,GA
2043,2043,Post Market Surveillance Specialist - NxStage,,"Performs queries to provide complaint data and ad hoc trend analysis on reported product problems/complaints.Responsible for receiving, reviewing, and entering…",no,Lawrence,MA
2044,2044,Data Engineer,,Provide scalable solutions for handling large data volumes (Terabytes of data).Understanding of maintaining the security of company data; devise and implement…,no,Horsham,PA
2045,2045,"Principal Statistician / Associate Director, Early Oncology...",,"Oversees or partners in the development of data quality assurance checks, ensuring accuracy and consistency of data released for statistical analysis.",no,San Francisco,CA
2046,2046,Postdoctoral Fellow - Karczewski Lab,,"Skilled with data science tools, including Hail or R (tidyverse).A strong background in computer science and/or computational biology is required; and…",no,Cambridge,MA
2047,2047,Financial Analytics Lead,,Claims data as well as data from CMS are utilized to project revenue generated from specific programs.Experience in managing data to support and influence…,yes,Louisville,KY
2048,2048,Data Engineer,,"Working knowledge of data science.Understands Data Architecture, data profiling, data quality.Automated tests and tie outs, self-healing data jobs.",no,Austin,TX
2049,2049,Clinical App & Analytical Svcs Sr Mgr,,"Master’s degree or equivalent in data analytics or data science, data informatics, computer science or data science related field.",no,Thousand Oaks,CA
2050,2050,Instructor - Operations and IT Management,,Work experience related to data analytics implementation is highly desirable.Candidate must have at least a master’s degree in Data Analytics/Statistics/Data…,no,St. Louis,MO
2051,2051,Data Analyst,,"Maintain knowledge in analysis, statistics, data visualization, and data management solutions.Provide analytic, statistical, data management and technical…",no,Portland,OR
2052,2052,Data Analyst,,Participate in troubleshooting and resolving data integration issues such as data quality.Experience using Python and Spark/Python/SQL and common data science…,no,San Antonio,TX
2053,2053,"Actuarial Director - Eden Prairie, NYC or Telecommuter",,"Experience deploying data science models in a production setting.Experience building robust data pipelines using a variety of data sources, programming…",yes,Eden Prairie,MN
2054,2054,Machine Learning,,"Recent graduate with a PhD in control systems, electrical, mechanical engineering, computer science, material science, mathematics, physics or other appropriate…",no,Adelphi,MD
2055,2055,FDA Robustness in Medical Artificial Intelligence/Machine Le...,,"Proven track record of research and peer-reviewed publications in engineering, computer science, or another relevant field of study.",no,Silver Spring,MD
2056,2056,Solution Strategist - Senior Analytics Manager,,"Experience with multiple data platforms and terabyte level database, and data transformation and cleansing.Lead and contribute to projects that have advanced…",no,Woonsocket,RI
2057,2057,"Senior Actuarial Consultant, Life Insurance",,"Expertise in at least one of the following functional areas as applied to the life insurance industry: predictive analytics / data science, experience studies,…",no,Atlanta,GA
2058,2058,Post Market Surveillance Specialist - NxStage,,"Performs queries to provide complaint data and ad hoc trend analysis on reported product problems/complaints.Responsible for receiving, reviewing, and entering…",no,Lawrence,MA
2059,2059,Data Engineer,,Provide scalable solutions for handling large data volumes (Terabytes of data).Understanding of maintaining the security of company data; devise and implement…,no,Horsham,PA
2060,2060,"Principal Statistician / Associate Director, Early Oncology...",,"Oversees or partners in the development of data quality assurance checks, ensuring accuracy and consistency of data released for statistical analysis.",no,San Francisco,CA
2061,2061,Postdoctoral Fellow - Karczewski Lab,,"Skilled with data science tools, including Hail or R (tidyverse).A strong background in computer science and/or computational biology is required; and…",no,Cambridge,MA
2062,2062,Financial Analytics Lead,,Claims data as well as data from CMS are utilized to project revenue generated from specific programs.Experience in managing data to support and influence…,yes,Louisville,KY
2063,2063,Data Engineer,,"Working knowledge of data science.Understands Data Architecture, data profiling, data quality.Automated tests and tie outs, self-healing data jobs.",no,Austin,TX
2064,2064,Clinical App & Analytical Svcs Sr Mgr,,"Master’s degree or equivalent in data analytics or data science, data informatics, computer science or data science related field.",no,Thousand Oaks,CA
2065,2065,Data Science,$30 - $60 an hour,I am a computer science major in college and I am struggling with data structures in college.Set your own hours while you help students learn the subjects you…,no,South Webster,OH
2066,2066,Data Science,,"These positions are temporary and do not accrue benefits.Responsibilities could include: Developing and/or updating course syllabus, preparation of lectures,…",no,Charlotte,NC
2067,2067,Postdoctoral Researcher,"$57,000 - $59,000 a year",Demonstrated experience performing data analysis with earth science data.Demonstrated experience applying data science techniques (e.g. machine learning) to…,no,Fort Collins,CO
2068,2068,Machine Learning,,"This level of knowledge is typically achieved through a formal education in at the PhD level in the physical sciences, computer science or engineering, or a…",no,Lemont,IL
2069,2069,Data Analyst,,Data model development using data science and. or analytic methods along with stakeholder requirements to inform data infrastructure projects on database…,no,San Francisco,CA
2070,2070,Data Science,,A PhD in a data science related field is preferred but not required.A master’s or terminal degree in a data science related field is required.,no,Charlottesville,VA
2071,2071,Data Science,,"Collaborate with matrix partners to understand project developments, assess impacts to data and analytics.Identify, analyze and interpret trends or patterns in…",no,Bloomfield,CT
2072,2072,Data Analyst,,"Monitor and troubleshoot operational or data issues in the data pipelines.Advanced degree in data science, statistics, or a related field.",no,Tempe,AZ
2073,2073,Data Science,,"Involved in gathering big data.Responsible for the design and implementation of complete big data solutions including data acquisition, storage, transformation…",no,Austin,TX
2074,2074,Data Scientist,,"We use advanced machine learning, data science, operations research, statistics, and related analytics methodologies, operating on big data and delivered on a…",no,Atlanta,GA
2075,2075,Machine Learning,,"Experience building data and modeling pipelines.In this role, you will work with time-series data from multiple sensors, build data and machine learning…",no,Seattle,WA
2076,2076,Senior Scientific Engineering Associate,,"Develop, implement, and optimize advanced data analyses.Demonstrated outstanding data analysis skills and proficiency in C/C++ and Python.",no,San Francisco Bay Area,CA
2077,2077,Data Analyst,,Provides support in the analysis and validation of business and financial data reported across the Loyola University Health System organization.,yes,Maywood,IL
2078,2078,Data Scientist,,Appropriate data representation for multiple data sets.Performs initial data quality checks on extracted data.Perform trend and cluster analysis on data to.,no,Bentonville,AR
2079,2079,Sr. Software Engineer,,3+ years of experience in software engineering/data science.Solid grasp of computer science fundamentals including data structures and algorithms.,no,Austin,TX
2080,2080,Data Science,$30 - $60 an hour,I am a computer science major in college and I am struggling with data structures in college.Set your own hours while you help students learn the subjects you…,no,South Webster,OH
2081,2081,Data Science,,"These positions are temporary and do not accrue benefits.Responsibilities could include: Developing and/or updating course syllabus, preparation of lectures,…",no,Charlotte,NC
2082,2082,Postdoctoral Researcher,"$57,000 - $59,000 a year",Demonstrated experience performing data analysis with earth science data.Demonstrated experience applying data science techniques (e.g. machine learning) to…,no,Fort Collins,CO
2083,2083,Machine Learning,,"This level of knowledge is typically achieved through a formal education in at the PhD level in the physical sciences, computer science or engineering, or a…",no,Lemont,IL
2084,2084,Data Analyst,,Data model development using data science and. or analytic methods along with stakeholder requirements to inform data infrastructure projects on database…,no,San Francisco,CA
2085,2085,Data Science,,A PhD in a data science related field is preferred but not required.A master’s or terminal degree in a data science related field is required.,no,Charlottesville,VA
2086,2086,Data Science,,"Collaborate with matrix partners to understand project developments, assess impacts to data and analytics.Identify, analyze and interpret trends or patterns in…",no,Bloomfield,CT
2087,2087,Data Analyst,,"Monitor and troubleshoot operational or data issues in the data pipelines.Advanced degree in data science, statistics, or a related field.",no,Tempe,AZ
2088,2088,Data Science,,"Involved in gathering big data.Responsible for the design and implementation of complete big data solutions including data acquisition, storage, transformation…",no,Austin,TX
2089,2089,Data Scientist,,"We use advanced machine learning, data science, operations research, statistics, and related analytics methodologies, operating on big data and delivered on a…",no,Atlanta,GA
2090,2090,Machine Learning,,"Experience building data and modeling pipelines.In this role, you will work with time-series data from multiple sensors, build data and machine learning…",no,Seattle,WA
2091,2091,Senior Scientific Engineering Associate,,"Develop, implement, and optimize advanced data analyses.Demonstrated outstanding data analysis skills and proficiency in C/C++ and Python.",no,San Francisco Bay Area,CA
2092,2092,Data Analyst,,Provides support in the analysis and validation of business and financial data reported across the Loyola University Health System organization.,yes,Maywood,IL
2093,2093,Data Scientist,,Appropriate data representation for multiple data sets.Performs initial data quality checks on extracted data.Perform trend and cluster analysis on data to.,no,Bentonville,AR
2094,2094,Sr. Software Engineer,,3+ years of experience in software engineering/data science.Solid grasp of computer science fundamentals including data structures and algorithms.,no,Austin,TX
2095,2095,Data Science,"$110,700 - $135,300 a year","Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",yes,Remote,
2096,2096,Mathematician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…",no,Las Vegas,NV
2097,2097,Statistician,"$3,521 - $4,079 a month","They may oversee other data personnel.This will include providing assistance in the establishment of data collection instruments and protocols, evaluation…",no,Albuquerque,NM
2098,2098,Data Analyst,,Leading and participating in projects that require advanced data and business analysis skills including best in practice methodologies and modeling.,no,Alpharetta,GA
2099,2099,Data Scientist,,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.,no,Piscataway,NJ
2100,2100,T/CIO - ALM Analytics Associate,,Comfortable working with large quantities of data.The Associate will focus on all aspects of asset/liability management including: conducting analyses around…,no,New York,NY
2101,2101,Data Science,,"Experience in data engineering and feature preparation in pyspark, hive,and the python data stack.Inform real-time data requirements design.",yes,Chicago,IL
2102,2102,Data Engineer,,"Build enterprise data assets that will be used for reporting, analytics, and data science.2+ years' experience data modeling for analytical data assets.",no,Dallas,TX
2103,2103,NLP Developer,,"Required Skills4 - 6 years of professional experience in NLP programmingNLP programming in R and or Python / AnacondaHeavy programming skills; linguistics, text…",no,Charlotte,NC
2104,2104,Data Scientist,,Determine the appropriate data collections methods based on the unique data structure and elements.The role will involve working with the CIO Data Lake and…,no,Research Triangle Park,NC
2105,2105,"Technical Specialist, Artificial Intelligence",,"Technical background/education or aptitude (computer science, data analytics, etc.).Performing data analysis and produce reports, dashboards and other data…",yes,Remote,
2106,2106,Data Scientist,,"Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.",no,Irving,TX
2107,2107,Data Analyst,,"1+ year(s) of experience manipulating data sets, visualizing data, building statistical models, and the general application of data science concepts and tools…",no,Kirkwood,MO
2108,2108,Data Science,,Lead the data science team in building data products powering our advertising and monetization platform.Consistent record of leading and influencing projects…,no,Foster City,CA
2109,2109,Data Scientist,,"2+ years of experience in statistical analysis, data mining, machine learning algorithms and their application in various industries.",no,Atlanta,GA
2110,2110,Data Scientist,,"Serve as a data science and analytics team lead in a highly matrixed research environment, and as a data science project lead on multidisciplinary teams that…",no,Philadelphia,PA
2111,2111,Data Science,"$110,700 - $135,300 a year","Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",yes,Remote,
2112,2112,Mathematician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…",no,Las Vegas,NV
2113,2113,Statistician,"$3,521 - $4,079 a month","They may oversee other data personnel.This will include providing assistance in the establishment of data collection instruments and protocols, evaluation…",no,Albuquerque,NM
2114,2114,Data Analyst,,Leading and participating in projects that require advanced data and business analysis skills including best in practice methodologies and modeling.,no,Alpharetta,GA
2115,2115,Data Scientist,,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.,no,Piscataway,NJ
2116,2116,T/CIO - ALM Analytics Associate,,Comfortable working with large quantities of data.The Associate will focus on all aspects of asset/liability management including: conducting analyses around…,no,New York,NY
2117,2117,Data Science,,"Experience in data engineering and feature preparation in pyspark, hive,and the python data stack.Inform real-time data requirements design.",yes,Chicago,IL
2118,2118,Data Engineer,,"Build enterprise data assets that will be used for reporting, analytics, and data science.2+ years' experience data modeling for analytical data assets.",no,Dallas,TX
2119,2119,NLP Developer,,"Required Skills4 - 6 years of professional experience in NLP programmingNLP programming in R and or Python / AnacondaHeavy programming skills; linguistics, text…",no,Charlotte,NC
2120,2120,Data Scientist,,Determine the appropriate data collections methods based on the unique data structure and elements.The role will involve working with the CIO Data Lake and…,no,Research Triangle Park,NC
2121,2121,"Technical Specialist, Artificial Intelligence",,"Technical background/education or aptitude (computer science, data analytics, etc.).Performing data analysis and produce reports, dashboards and other data…",yes,Remote,
2122,2122,Data Scientist,,"Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.",no,Irving,TX
2123,2123,Data Analyst,,"1+ year(s) of experience manipulating data sets, visualizing data, building statistical models, and the general application of data science concepts and tools…",no,Kirkwood,MO
2124,2124,Data Science,,Lead the data science team in building data products powering our advertising and monetization platform.Consistent record of leading and influencing projects…,no,Foster City,CA
2125,2125,Data Scientist,,"Serve as a data science and analytics team lead in a highly matrixed research environment, and as a data science project lead on multidisciplinary teams that…",no,Philadelphia,PA
2126,2126,Data Science,"$110,700 - $135,300 a year","Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",yes,Remote,
2127,2127,Mathematician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…",no,Las Vegas,NV
2128,2128,Statistician,"$3,521 - $4,079 a month","They may oversee other data personnel.This will include providing assistance in the establishment of data collection instruments and protocols, evaluation…",no,Albuquerque,NM
2129,2129,Data Analyst,,Leading and participating in projects that require advanced data and business analysis skills including best in practice methodologies and modeling.,no,Alpharetta,GA
2130,2130,Data Scientist,,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.,no,Piscataway,NJ
2131,2131,T/CIO - ALM Analytics Associate,,Comfortable working with large quantities of data.The Associate will focus on all aspects of asset/liability management including: conducting analyses around…,no,New York,NY
2132,2132,Data Science,,"Experience in data engineering and feature preparation in pyspark, hive,and the python data stack.Inform real-time data requirements design.",yes,Chicago,IL
2133,2133,Data Engineer,,"Build enterprise data assets that will be used for reporting, analytics, and data science.2+ years' experience data modeling for analytical data assets.",no,Dallas,TX
2134,2134,NLP Developer,,"Required Skills4 - 6 years of professional experience in NLP programmingNLP programming in R and or Python / AnacondaHeavy programming skills; linguistics, text…",no,Charlotte,NC
2135,2135,Data Scientist,,Determine the appropriate data collections methods based on the unique data structure and elements.The role will involve working with the CIO Data Lake and…,no,Research Triangle Park,NC
2136,2136,"Technical Specialist, Artificial Intelligence",,"Technical background/education or aptitude (computer science, data analytics, etc.).Performing data analysis and produce reports, dashboards and other data…",yes,Remote,
2137,2137,Data Scientist,,"Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.",no,Irving,TX
2138,2138,Data Analyst,,"1+ year(s) of experience manipulating data sets, visualizing data, building statistical models, and the general application of data science concepts and tools…",no,Kirkwood,MO
2139,2139,Data Science,,Lead the data science team in building data products powering our advertising and monetization platform.Consistent record of leading and influencing projects…,no,Foster City,CA
2140,2140,Data Science,$30 - $60 an hour,I am a computer science major in college and I am struggling with data structures in college.Set your own hours while you help students learn the subjects you…,no,South Webster,OH
2141,2141,Data Science,,"These positions are temporary and do not accrue benefits.Responsibilities could include: Developing and/or updating course syllabus, preparation of lectures,…",no,Charlotte,NC
2142,2142,Postdoctoral Researcher,"$57,000 - $59,000 a year",Demonstrated experience performing data analysis with earth science data.Demonstrated experience applying data science techniques (e.g. machine learning) to…,no,Fort Collins,CO
2143,2143,Machine Learning,,"This level of knowledge is typically achieved through a formal education in at the PhD level in the physical sciences, computer science or engineering, or a…",no,Lemont,IL
2144,2144,Data Analyst,,Data model development using data science and. or analytic methods along with stakeholder requirements to inform data infrastructure projects on database…,no,San Francisco,CA
2145,2145,Data Science,,A PhD in a data science related field is preferred but not required.A master’s or terminal degree in a data science related field is required.,no,Charlottesville,VA
2146,2146,Data Science,,"Collaborate with matrix partners to understand project developments, assess impacts to data and analytics.Identify, analyze and interpret trends or patterns in…",no,Bloomfield,CT
2147,2147,Data Analyst,,"Monitor and troubleshoot operational or data issues in the data pipelines.Advanced degree in data science, statistics, or a related field.",no,Tempe,AZ
2148,2148,Data Science,,"Involved in gathering big data.Responsible for the design and implementation of complete big data solutions including data acquisition, storage, transformation…",no,Austin,TX
